0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,2,0,0,2,2,2,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0,0,1,5,4,17,5,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,21,11,0,0,0,0,0,0,0,0
0,0,0,0,0,1,1,0,1,0,1,3,1,3,12,10,3,0,1,0,0,0,0,0,0
0,1,1,2,0,1,2,2,2,1,2,2,1,3,4,9,4,2,1,0,0,0,0,0,0
0,0,0,3,1,1,4,6,14,4,3,2,2,7,11,3,1,0,0,1,0,0,0,0,0
0,0,0,1,4,11,10,55,47,11,8,7,7,21,13,8,4,4,8,4,1,1,0,2,0
0,0,3,0,6,13,39,168,83,32,29,32,43,70,45,8,2,1,2,4,1,2,0,0,0
1,0,5,4,7,39,172,379,179,93,119,142,224,213,60,3,2,0,3,2,0,3,2,0,0
0,2,4,24,69,301,1451,1077,237,131,504,772,1672,1097,149,3,4,1,3,1,0,1,1,1,0
0,2,14,77,206,1524,5297,1829,230,203,1004,4063,7967,4687,376,12,0,0,0,1,0,0,0,0,0
0,3,11,92,257,2195,6052,1281,159,147,784,6806,10394,5149,366,13,0,1,0,0,0,0,0,0,0
0,2,18,47,124,954,2008,449,76,64,343,2711,2925,1187,137,15,0,0,0,0,0,0,0,0,0
0,0,2,11,53,200,307,96,12,16,93,390,335,137,54,18,1,0,0,0,0,0,0,0,0
0,1,0,3,4,43,25,7,1,4,18,66,37,32,41,16,0,0,0,0,0,0,0,0,0
0,0,0,1,2,6,3,2,2,5,9,23,23,17,9,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,2,4,5,3,5,7,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
