0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,3,4,3,8,1,2,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,4,13,15,10,16,13,3,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6,10,19,29,35,30,16,7,2,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,9,21,23,33,46,50,36,16,8,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6,21,34,45,54,41,29,24,5,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,4,8,13,29,35,32,15,12,3,0,0,0,0,0,0,0,0
0,0,0,17,7,0,0,0,0,1,7,17,17,5,9,6,0,1,0,0,0,0,0,0,0
0,0,0,22,5,0,0,0,2,1,3,4,5,3,4,1,0,0,0,0,0,0,0,0,0
0,1,10,21,17,5,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,12,37,73,56,13,1,0,4,7,10,2,0,0,1,0,0,0,0,0,0,0,0,0,0
0,6,40,80,54,14,6,11,28,51,59,78,7,2,0,0,0,0,0,0,0,0,0,0,0
0,0,15,16,11,4,6,27,69,116,113,138,12,2,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,4,0,3,19,67,129,138,68,18,5,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,11,29,49,38,26,6,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,2,5,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
